"DBN","School.Name","Year","Total.Enrollment","Grade.PK","Grade.K","Grade.1","Grade.2","Grade.3","Grade.4","Grade.5","Grade.6","Grade.7","Grade.8","Grade.9","Grade.10","Grade.11","Grade.12","X..Female","X..Female.1","X..Male","X..Male.1","X..Asian","X..Asian.1","X..Black","X..Black.1","X..Hispanic","X..Hispanic.1","X..Other","X..Other.1","X..White","X..White.1","X..Students.with.Disabilities","X..Students.with.Disabilities.1","X..English.Language.Learners","X..English.Language.Learners.1","X..Poverty","X..Poverty.1"
"15K463","Secondary School for Journalism","2012-13",305,0,0,0,0,0,0,0,0,0,23,82,74,58,68,167,"54.8%",138,"45.2%",24,"7.9%",141,"46.2%",118,"38.7%",4,"1.3%",18,"5.9%",59,"19.3%",39,"12.8%",247,"81.0%"
"15K463","Secondary School for Journalism","2013-14",271,0,0,0,0,0,0,0,0,0,1,73,68,70,59,145,"53.5%",126,"46.5%",27,"10.0%",125,"46.1%",101,"37.3%",5,"1.8%",13,"4.8%",56,"20.7%",37,"13.7%",240,"88.6%"
"15K463","Secondary School for Journalism","2014-15",285,0,0,0,0,0,0,0,0,0,0,84,63,63,75,167,"58.6%",118,"41.4%",22,"7.7%",132,"46.3%",107,"37.5%",6,"2.1%",18,"6.3%",59,"20.7%",36,"12.6%",229,"80.4%"
"15K463","Secondary School for Journalism","2015-16",222,0,0,0,0,0,0,0,0,0,0,58,77,44,43,141,"63.5%",81,"36.5%",14,"6.3%",112,"50.5%",81,"36.5%",3,"1.4%",12,"5.4%",41,"18.5%",20,"9.0%",154,"69.4%"
"15K464","Park Slope Collegiate","2011-12",394,0,0,0,0,0,0,0,30,32,31,87,94,37,83,186,"47.2%",208,"52.8%",34,"8.6%",131,"33.2%",204,"51.8%",4,"1.0%",21,"5.3%",76,"19.3%",41,"10.4%",334,"84.8%"
"15K464","Park Slope Collegiate","2012-13",382,0,0,0,0,0,0,0,29,26,33,115,92,42,45,168,"44.0%",214,"56.0%",29,"7.6%",145,"38.0%",176,"46.1%",11,"2.9%",21,"5.5%",81,"21.2%",44,"11.5%",323,"84.6%"
"15K464","Park Slope Collegiate","2013-14",379,0,0,0,0,0,0,0,41,26,27,84,110,43,48,166,"43.8%",213,"56.2%",29,"7.7%",147,"38.8%",154,"40.6%",18,"4.7%",31,"8.2%",79,"20.8%",43,"11.3%",303,"79.9%"
"15K464","Park Slope Collegiate","2014-15",423,0,0,0,0,0,0,0,48,44,27,103,91,66,44,191,"45.2%",232,"54.8%",34,"8.0%",163,"38.5%",164,"38.8%",22,"5.2%",40,"9.5%",95,"22.5%",46,"10.9%",332,"78.5%"
"15K464","Park Slope Collegiate","2015-16",523,0,0,0,0,0,0,0,73,46,48,129,100,56,71,224,"42.8%",299,"57.2%",36,"6.9%",204,"39.0%",188,"35.9%",21,"4.0%",74,"14.1%",120,"22.9%",45,"8.6%",378,"72.3%"
"15K497","School for International Studies","2011-12",486,0,0,0,0,0,0,0,51,49,54,89,94,60,89,239,"49.2%",247,"50.8%",30,"6.2%",199,"40.9%",189,"38.9%",0,"0.0%",68,"14.0%",75,"15.4%",73,"15.0%",376,"77.4%"
"15K497","School for International Studies","2012-13",476,0,0,0,0,0,0,0,50,51,57,87,85,85,61,226,"47.5%",250,"52.5%",27,"5.7%",197,"41.4%",185,"38.9%",3,"0.6%",64,"13.4%",79,"16.6%",78,"16.4%",393,"82.6%"
"15K497","School for International Studies","2013-14",479,0,0,0,0,0,0,0,27,47,51,125,81,74,74,239,"49.9%",240,"50.1%",20,"4.2%",216,"45.1%",178,"37.2%",7,"1.5%",58,"12.1%",73,"15.2%",54,"11.3%",379,"79.1%"
"15K497","School for International Studies","2014-15",466,0,0,0,0,0,0,0,35,26,50,104,107,74,70,246,"52.8%",220,"47.2%",15,"3.2%",204,"43.8%",189,"40.6%",6,"1.3%",52,"11.2%",87,"18.7%",48,"10.3%",345,"74.0%"
"15K497","School for International Studies","2015-16",486,0,0,0,0,0,0,0,103,41,31,78,104,76,53,233,"47.9%",253,"52.1%",23,"4.7%",207,"42.6%",166,"34.2%",14,"2.9%",76,"15.6%",107,"22.0%",55,"11.3%",330,"67.9%"
"15K516","Sunset Park Avenues Elementary School","2013-14",74,0,74,0,0,0,0,0,0,0,0,0,0,0,0,32,"43.2%",42,"56.8%",53,"71.6%",0,"0.0%",19,"25.7%",0,"0.0%",2,"2.7%",5,"6.8%",59,"79.7%",74,"100.0%"
"15K516","Sunset Park Avenues Elementary School","2014-15",197,53,89,55,0,0,0,0,0,0,0,0,0,0,0,90,"45.7%",107,"54.3%",72,"36.5%",0,"0.0%",122,"61.9%",0,"0.0%",3,"1.5%",24,"12.2%",120,"60.9%",185,"93.9%"
"15K516","Sunset Park Avenues Elementary School","2015-16",281,54,90,86,51,0,0,0,0,0,0,0,0,0,0,134,"47.7%",147,"52.3%",79,"28.1%",1,"0.4%",195,"69.4%",1,"0.4%",5,"1.8%",33,"11.7%",146,"52.0%",257,"91.5%"
"15K519","Cobble Hill School of American Studies","2011-12",663,0,0,0,0,0,0,0,0,0,0,232,168,145,118,372,"56.1%",291,"43.9%",34,"5.1%",474,"71.5%",139,"21.0%",1,"0.2%",15,"2.3%",134,"20.2%",53,"8.0%",563,"84.9%"
"15K519","Cobble Hill School of American Studies","2012-13",619,0,0,0,0,0,0,0,0,0,0,216,184,100,119,338,"54.6%",281,"45.4%",29,"4.7%",444,"71.7%",125,"20.2%",5,"0.8%",16,"2.6%",122,"19.7%",45,"7.3%",533,"86.1%"
"15K519","Cobble Hill School of American Studies","2013-14",571,0,0,0,0,0,0,0,0,0,0,214,136,127,94,279,"48.9%",292,"51.1%",27,"4.7%",392,"68.7%",126,"22.1%",8,"1.4%",18,"3.2%",124,"21.7%",43,"7.5%",506,"88.6%"
"15K519","Cobble Hill School of American Studies","2014-15",596,0,0,0,0,0,0,0,0,0,0,210,155,110,121,287,"48.2%",309,"51.8%",27,"4.5%",379,"63.6%",150,"25.2%",15,"2.5%",25,"4.2%",127,"21.3%",54,"9.1%",528,"88.6%"
"15K519","Cobble Hill School of American Studies","2015-16",589,0,0,0,0,0,0,0,0,0,0,177,192,115,105,309,"52.5%",280,"47.5%",18,"3.1%",378,"64.2%",151,"25.6%",17,"2.9%",25,"4.2%",118,"20.0%",42,"7.1%",498,"84.6%"
"15K529","West Brooklyn Community High School","2011-12",213,0,0,0,0,0,0,0,0,0,0,0,171,30,12,88,"41.3%",125,"58.7%",19,"8.9%",20,"9.4%",138,"64.8%",0,"0.0%",36,"16.9%",21,"9.9%",5,"2.3%",159,"74.6%"
"15K529","West Brooklyn Community High School","2012-13",210,0,0,0,0,0,0,0,0,0,0,0,159,42,9,92,"43.8%",118,"56.2%",15,"7.1%",27,"12.9%",134,"63.8%",0,"0.0%",34,"16.2%",33,"15.7%",6,"2.9%",159,"75.7%"
"15K529","West Brooklyn Community High School","2013-14",215,0,0,0,0,0,0,0,0,0,0,0,79,72,64,92,"42.8%",123,"57.2%",20,"9.3%",32,"14.9%",125,"58.1%",0,"0.0%",38,"17.7%",42,"19.5%",9,"4.2%",164,"76.3%"
"15K529","West Brooklyn Community High School","2014-15",207,0,0,0,0,0,0,0,0,0,0,0,89,72,46,92,"44.4%",115,"55.6%",22,"10.6%",23,"11.1%",133,"64.3%",0,"0.0%",29,"14.0%",42,"20.3%",8,"3.9%",147,"71.0%"
"15K529","West Brooklyn Community High School","2015-16",223,0,0,0,0,0,0,0,0,0,0,0,98,58,67,89,"39.9%",134,"60.1%",17,"7.6%",16,"7.2%",158,"70.9%",1,"0.4%",31,"13.9%",58,"26.0%",13,"5.8%",149,"66.8%"
"15K592","Khalil Gibran International Academy","2012-13",89,0,0,0,0,0,0,0,0,0,39,50,0,0,0,44,"49.4%",45,"50.6%",8,"9.0%",57,"64.0%",9,"10.1%",2,"2.2%",13,"14.6%",23,"25.8%",16,"18.0%",89,"100.0%"
"15K592","Khalil Gibran International Academy","2013-14",97,0,0,0,0,0,0,0,0,0,1,45,51,0,0,45,"46.4%",52,"53.6%",11,"11.3%",55,"56.7%",6,"6.2%",2,"2.1%",23,"23.7%",20,"20.6%",29,"29.9%",97,"100.0%"
"15K592","Khalil Gibran International Academy","2014-15",174,0,0,0,0,0,0,0,0,0,0,69,73,32,0,74,"42.5%",100,"57.5%",27,"15.5%",84,"48.3%",11,"6.3%",4,"2.3%",48,"27.6%",31,"17.8%",57,"32.8%",174,"100.0%"
"15K592","Khalil Gibran International Academy","2015-16",232,0,0,0,0,0,0,0,0,0,0,72,86,41,33,103,"44.4%",129,"55.6%",39,"16.8%",92,"39.7%",13,"5.6%",8,"3.4%",80,"34.5%",36,"15.5%",80,"34.5%",232,"100.0%"
"15K656","Brooklyn High School of the Arts","2011-12",678,0,0,0,0,0,0,0,0,0,0,157,220,149,152,448,"66.1%",230,"33.9%",12,"1.8%",519,"76.5%",129,"19.0%",3,"0.4%",15,"2.2%",56,"8.3%",1,"0.1%",498,"73.5%"
"15K656","Brooklyn High School of the Arts","2012-13",768,0,0,0,0,0,0,0,0,0,0,290,201,134,143,526,"68.5%",242,"31.5%",16,"2.1%",551,"71.7%",160,"20.8%",21,"2.7%",20,"2.6%",72,"9.4%",5,"0.7%",590,"76.8%"
"15K656","Brooklyn High School of the Arts","2013-14",815,0,0,0,0,0,0,0,0,0,0,279,286,109,141,584,"71.7%",231,"28.3%",19,"2.3%",578,"70.9%",171,"21.0%",28,"3.4%",19,"2.3%",80,"9.8%",9,"1.1%",628,"77.1%"
"15K656","Brooklyn High School of the Arts","2014-15",870,0,0,0,0,0,0,0,0,0,0,263,293,191,123,630,"72.4%",240,"27.6%",15,"1.7%",612,"70.3%",195,"22.4%",30,"3.4%",18,"2.1%",101,"11.6%",11,"1.3%",638,"73.3%"
"15K656","Brooklyn High School of the Arts","2015-16",924,0,0,0,0,0,0,0,0,0,0,269,243,196,216,678,"73.4%",246,"26.6%",26,"2.8%",633,"68.5%",205,"22.2%",38,"4.1%",22,"2.4%",116,"12.6%",9,"1.0%",683,"73.9%"
"15K667","Sunset Park High School","2011-12",988,0,0,0,0,0,0,0,0,0,0,340,325,323,0,487,"49.3%",501,"50.7%",46,"4.7%",77,"7.8%",798,"80.8%",1,"0.1%",66,"6.7%",229,"23.2%",144,"14.6%",819,"82.9%"
"15K667","Sunset Park High School","2012-13",1290,0,0,0,0,0,0,0,0,0,0,369,385,243,293,620,"48.1%",670,"51.9%",78,"6.0%",105,"8.1%",1029,"79.8%",6,"0.5%",72,"5.6%",278,"21.6%",218,"16.9%",1066,"82.6%"
"15K667","Sunset Park High School","2013-14",1309,0,0,0,0,0,0,0,0,0,0,338,338,324,309,610,"46.6%",699,"53.4%",80,"6.1%",101,"7.7%",1038,"79.3%",1,"0.1%",89,"6.8%",294,"22.5%",231,"17.6%",1095,"83.7%"
"15K667","Sunset Park High School","2014-15",1333,0,0,0,0,0,0,0,0,0,0,348,330,323,332,615,"46.1%",718,"53.9%",96,"7.2%",120,"9.0%",1022,"76.7%",4,"0.3%",91,"6.8%",293,"22.0%",219,"16.4%",1063,"79.7%"
"15K667","Sunset Park High School","2015-16",1314,0,0,0,0,0,0,0,0,0,0,336,334,309,335,601,"45.7%",713,"54.3%",95,"7.2%",118,"9.0%",1010,"76.9%",6,"0.5%",85,"6.5%",280,"21.3%",192,"14.6%",1034,"78.7%"
"15K676","Red Hook Neighborhood School","2011-12",225,36,19,25,23,38,39,45,0,0,0,0,0,0,0,108,"48.0%",117,"52.0%",4,"1.8%",120,"53.3%",91,"40.4%",2,"0.9%",8,"3.6%",58,"25.8%",23,"10.2%",211,"93.8%"
"15K676","Red Hook Neighborhood School","2012-13",228,31,44,25,27,28,37,36,0,0,0,0,0,0,0,101,"44.3%",127,"55.7%",4,"1.8%",114,"50.0%",101,"44.3%",4,"1.8%",5,"2.2%",55,"24.1%",19,"8.3%",216,"94.7%"
"15K676","Red Hook Neighborhood School","2013-14",223,35,25,53,23,28,28,31,0,0,0,0,0,0,0,91,"40.8%",132,"59.2%",5,"2.2%",102,"45.7%",107,"48.0%",1,"0.4%",8,"3.6%",49,"22.0%",18,"8.1%",208,"93.3%"
"15K676","Red Hook Neighborhood School","2014-15",219,26,42,25,49,20,29,28,0,0,0,0,0,0,0,96,"43.8%",123,"56.2%",3,"1.4%",96,"43.8%",116,"53.0%",0,"0.0%",4,"1.8%",44,"20.1%",24,"11.0%",213,"97.3%"
"15K676","Red Hook Neighborhood School","2015-16",200,15,29,41,32,32,22,29,0,0,0,0,0,0,0,88,"44.0%",112,"56.0%",3,"1.5%",98,"49.0%",90,"45.0%",3,"1.5%",6,"3.0%",34,"17.0%",19,"9.5%",186,"93.0%"
"15K684","Millennium Brooklyn HS","2011-12",107,0,0,0,0,0,0,0,0,0,0,107,0,0,0,62,"57.9%",45,"42.1%",20,"18.7%",24,"22.4%",26,"24.3%",1,"0.9%",36,"33.6%",5,"4.7%",0,"0.0%",45,"42.1%"
"15K684","Millennium Brooklyn HS","2012-13",224,0,0,0,0,0,0,0,0,0,0,112,112,0,0,133,"59.4%",91,"40.6%",36,"16.1%",48,"21.4%",63,"28.1%",7,"3.1%",70,"31.3%",18,"8.0%",0,"0.0%",101,"45.1%"
"15K684","Millennium Brooklyn HS","2013-14",387,0,0,0,0,0,0,0,0,0,0,154,116,117,0,221,"57.1%",166,"42.9%",44,"11.4%",95,"24.5%",112,"28.9%",26,"6.7%",110,"28.4%",40,"10.3%",2,"0.5%",172,"44.4%"
"15K684","Millennium Brooklyn HS","2014-15",566,0,0,0,0,0,0,0,0,0,0,164,166,122,114,323,"57.1%",243,"42.9%",54,"9.5%",147,"26.0%",154,"27.2%",36,"6.4%",175,"30.9%",62,"11.0%",3,"0.5%",239,"42.2%"
"15K684","Millennium Brooklyn HS","2015-16",620,0,0,0,0,0,0,0,0,0,0,159,171,166,124,339,"54.7%",281,"45.3%",55,"8.9%",151,"24.4%",168,"27.1%",56,"9.0%",190,"30.6%",69,"11.1%",0,"0.0%",282,"45.5%"
"15K698","South Brooklyn Community High School","2011-12",149,0,0,0,0,0,0,0,0,0,0,49,56,32,12,82,"55.0%",67,"45.0%",1,"0.7%",32,"21.5%",108,"72.5%",2,"1.3%",6,"4.0%",11,"7.4%",3,"2.0%",119,"79.9%"
"15K698","South Brooklyn Community High School","2012-13",152,0,0,0,0,0,0,0,0,0,0,23,33,24,72,82,"53.9%",70,"46.1%",0,"0.0%",42,"27.6%",102,"67.1%",0,"0.0%",8,"5.3%",28,"18.4%",3,"2.0%",130,"85.5%"
"15K698","South Brooklyn Community High School","2013-14",163,0,0,0,0,0,0,0,0,0,0,43,60,28,32,71,"43.6%",92,"56.4%",4,"2.5%",56,"34.4%",94,"57.7%",0,"0.0%",9,"5.5%",31,"19.0%",5,"3.1%",142,"87.1%"
"15K698","South Brooklyn Community High School","2014-15",166,0,0,0,0,0,0,0,0,0,0,50,60,25,31,72,"43.4%",94,"56.6%",3,"1.8%",60,"36.1%",92,"55.4%",2,"1.2%",9,"5.4%",37,"22.3%",5,"3.0%",136,"81.9%"
"15K698","South Brooklyn Community High School","2015-16",180,0,0,0,0,0,0,0,0,0,0,27,60,53,40,89,"49.4%",91,"50.6%",4,"2.2%",53,"29.4%",105,"58.3%",5,"2.8%",13,"7.2%",44,"24.4%",6,"3.3%",144,"80.0%"
"15K767","Pre-K Center District 15","2015-16",218,218,0,0,0,0,0,0,0,0,0,0,0,0,0,107,"49.1%",111,"50.9%",34,"15.6%",5,"2.3%",117,"53.7%",10,"4.6%",52,"23.9%",5,"2.3%",0,"0.0%",218,"100.0%"
"15K821","Sunset Park Prep","2011-12",520,0,0,0,0,0,0,0,186,165,169,0,0,0,0,251,"48.3%",269,"51.7%",37,"7.1%",14,"2.7%",452,"86.9%",1,"0.2%",16,"3.1%",97,"18.7%",58,"11.2%",490,"94.2%"
"15K821","Sunset Park Prep","2012-13",515,0,0,0,0,0,0,0,173,179,163,0,0,0,0,240,"46.6%",275,"53.4%",36,"7.0%",11,"2.1%",451,"87.6%",1,"0.2%",16,"3.1%",97,"18.8%",50,"9.7%",490,"95.1%"
"15K821","Sunset Park Prep","2013-14",528,0,0,0,0,0,0,0,180,174,174,0,0,0,0,258,"48.9%",270,"51.1%",50,"9.5%",9,"1.7%",450,"85.2%",3,"0.6%",16,"3.0%",108,"20.5%",50,"9.5%",493,"93.4%"
"15K821","Sunset Park Prep","2014-15",527,0,0,0,0,0,0,0,177,173,177,0,0,0,0,260,"49.3%",267,"50.7%",79,"15.0%",8,"1.5%",413,"78.4%",3,"0.6%",24,"4.6%",106,"20.1%",55,"10.4%",495,"93.9%"
"15K821","Sunset Park Prep","2015-16",515,0,0,0,0,0,0,0,171,171,173,0,0,0,0,242,"47.0%",273,"53.0%",100,"19.4%",5,"1.0%",386,"75.0%",2,"0.4%",22,"4.3%",109,"21.2%",75,"14.6%",461,"89.5%"
"15K839","M.S. 839","2015-16",106,0,0,0,0,0,0,0,106,0,0,0,0,0,0,45,"42.5%",61,"57.5%",15,"14.2%",15,"14.2%",35,"33.0%",3,"2.8%",38,"35.8%",25,"23.6%",8,"7.5%",45,"42.5%"
"15K863","Pre-K Center at Bishop Ford School Site","2015-16",281,281,0,0,0,0,0,0,0,0,0,0,0,0,0,141,"50.2%",140,"49.8%",18,"6.4%",28,"10.0%",90,"32.0%",14,"5.0%",131,"46.6%",9,"3.2%",0,"0.0%",281,"100.0%"
"16K005","P.S. 005 Dr. Ronald Mcnair","2011-12",409,16,59,73,67,56,75,63,0,0,0,0,0,0,0,192,"46.9%",217,"53.1%",6,"1.5%",325,"79.5%",53,"13.0%",6,"1.5%",19,"4.6%",67,"16.4%",25,"6.1%",364,"89.0%"
"16K005","P.S. 005 Dr. Ronald Mcnair","2012-13",360,18,37,64,62,63,53,63,0,0,0,0,0,0,0,167,"46.4%",193,"53.6%",7,"1.9%",296,"82.2%",47,"13.1%",0,"0.0%",10,"2.8%",57,"15.8%",26,"7.2%",313,"86.9%"
"16K005","P.S. 005 Dr. Ronald Mcnair","2013-14",312,17,46,43,53,53,57,43,0,0,0,0,0,0,0,173,"55.4%",139,"44.6%",5,"1.6%",245,"78.5%",49,"15.7%",1,"0.3%",12,"3.8%",74,"23.7%",28,"9.0%",287,"92.0%"
"16K005","P.S. 005 Dr. Ronald Mcnair","2014-15",268,19,43,33,44,51,33,45,0,0,0,0,0,0,0,138,"51.5%",130,"48.5%",1,"0.4%",213,"79.5%",44,"16.4%",2,"0.7%",8,"3.0%",77,"28.7%",21,"7.8%",236,"88.1%"
"16K005","P.S. 005 Dr. Ronald Mcnair","2015-16",231,19,24,35,35,48,44,26,0,0,0,0,0,0,0,122,"52.8%",109,"47.2%",1,"0.4%",187,"81.0%",33,"14.3%",3,"1.3%",7,"3.0%",69,"29.9%",13,"5.6%",198,"85.7%"
"16K021","P.S. 021 Crispus Attucks","2011-12",652,38,83,106,110,93,114,108,0,0,0,0,0,0,0,351,"53.8%",301,"46.2%",5,"0.8%",590,"90.5%",43,"6.6%",6,"0.9%",8,"1.2%",103,"15.8%",4,"0.6%",652,"100.0%"
"16K021","P.S. 021 Crispus Attucks","2012-13",636,36,99,95,100,110,92,104,0,0,0,0,0,0,0,326,"51.3%",310,"48.7%",6,"0.9%",585,"92.0%",38,"6.0%",3,"0.5%",4,"0.6%",103,"16.2%",3,"0.5%",636,"100.0%"
"16K021","P.S. 021 Crispus Attucks","2013-14",648,54,91,102,98,116,105,82,0,0,0,0,0,0,0,336,"51.9%",312,"48.1%",5,"0.8%",584,"90.1%",45,"6.9%",4,"0.6%",10,"1.5%",127,"19.6%",7,"1.1%",648,"100.0%"
"16K021","P.S. 021 Crispus Attucks","2014-15",640,49,94,94,103,92,113,95,0,0,0,0,0,0,0,321,"50.2%",319,"49.8%",6,"0.9%",574,"89.7%",49,"7.7%",3,"0.5%",8,"1.3%",131,"20.5%",8,"1.3%",640,"100.0%"
"16K021","P.S. 021 Crispus Attucks","2015-16",615,46,84,95,93,102,86,109,0,0,0,0,0,0,0,313,"50.9%",302,"49.1%",5,"0.8%",550,"89.4%",47,"7.6%",3,"0.5%",10,"1.6%",106,"17.2%",7,"1.1%",615,"100.0%"
"16K025","P.S. 025 Eubie Blake School","2011-12",325,30,54,56,47,41,40,57,0,0,0,0,0,0,0,164,"50.5%",161,"49.5%",2,"0.6%",258,"79.4%",62,"19.1%",0,"0.0%",3,"0.9%",55,"16.9%",25,"7.7%",308,"94.8%"
"16K025","P.S. 025 Eubie Blake School","2012-13",284,36,34,50,41,40,42,41,0,0,0,0,0,0,0,150,"52.8%",134,"47.2%",2,"0.7%",211,"74.3%",69,"24.3%",0,"0.0%",2,"0.7%",59,"20.8%",25,"8.8%",279,"98.2%"
"16K025","P.S. 025 Eubie Blake School","2013-14",235,36,31,32,37,35,30,34,0,0,0,0,0,0,0,116,"49.4%",119,"50.6%",4,"1.7%",168,"71.5%",61,"26.0%",1,"0.4%",1,"0.4%",62,"26.4%",17,"7.2%",230,"97.9%"
"16K025","P.S. 025 Eubie Blake School","2014-15",177,13,25,26,30,30,29,24,0,0,0,0,0,0,0,91,"51.4%",86,"48.6%",3,"1.7%",126,"71.2%",45,"25.4%",2,"1.1%",1,"0.6%",53,"29.9%",16,"9.0%",162,"91.5%"
"16K025","P.S. 025 Eubie Blake School","2015-16",146,15,14,21,26,22,26,22,0,0,0,0,0,0,0,70,"47.9%",76,"52.1%",6,"4.1%",95,"65.1%",41,"28.1%",3,"2.1%",1,"0.7%",43,"29.5%",9,"6.2%",142,"97.3%"
"16K026","P.S. 026 Jesse Owens","2011-12",304,18,48,47,39,52,54,46,0,0,0,0,0,0,0,139,"45.7%",165,"54.3%",2,"0.7%",210,"69.1%",81,"26.6%",3,"1.0%",8,"2.6%",57,"18.8%",18,"5.9%",304,"100.0%"
"16K026","P.S. 026 Jesse Owens","2012-13",288,18,30,61,38,40,52,49,0,0,0,0,0,0,0,139,"48.3%",149,"51.7%",2,"0.7%",205,"71.2%",72,"25.0%",2,"0.7%",7,"2.4%",67,"23.3%",19,"6.6%",288,"100.0%"
"16K026","P.S. 026 Jesse Owens","2013-14",254,18,41,39,45,36,36,39,0,0,0,0,0,0,0,119,"46.9%",135,"53.1%",2,"0.8%",178,"70.1%",66,"26.0%",2,"0.8%",6,"2.4%",68,"26.8%",20,"7.9%",254,"100.0%"
"16K026","P.S. 026 Jesse Owens","2014-15",250,18,44,40,37,43,33,35,0,0,0,0,0,0,0,115,"46.0%",135,"54.0%",4,"1.6%",172,"68.8%",71,"28.4%",1,"0.4%",2,"0.8%",66,"26.4%",17,"6.8%",250,"100.0%"
"16K026","P.S. 026 Jesse Owens","2015-16",208,16,32,37,30,31,30,32,0,0,0,0,0,0,0,98,"47.1%",110,"52.9%",2,"1.0%",150,"72.1%",53,"25.5%",0,"0.0%",3,"1.4%",55,"26.4%",13,"6.3%",208,"100.0%"
"16K028","P.S. 028 The Warren Prep Academy","2011-12",243,18,42,42,38,42,39,22,0,0,0,0,0,0,0,109,"44.9%",134,"55.1%",14,"5.8%",191,"78.6%",32,"13.2%",3,"1.2%",3,"1.2%",35,"14.4%",16,"6.6%",226,"93.0%"
"16K028","P.S. 028 The Warren Prep Academy","2012-13",265,18,41,39,43,45,44,35,0,0,0,0,0,0,0,120,"45.3%",145,"54.7%",10,"3.8%",216,"81.5%",33,"12.5%",1,"0.4%",5,"1.9%",42,"15.8%",14,"5.3%",259,"97.7%"
"16K028","P.S. 028 The Warren Prep Academy","2013-14",240,18,35,37,44,35,39,32,0,0,0,0,0,0,0,117,"48.8%",123,"51.2%",10,"4.2%",190,"79.2%",34,"14.2%",2,"0.8%",4,"1.7%",41,"17.1%",13,"5.4%",233,"97.1%"
"16K028","P.S. 028 The Warren Prep Academy","2014-15",219,12,40,35,33,32,35,32,0,0,0,0,0,0,0,119,"54.3%",100,"45.7%",2,"0.9%",176,"80.4%",31,"14.2%",4,"1.8%",6,"2.7%",44,"20.1%",14,"6.4%",216,"98.6%"
"16K028","P.S. 028 The Warren Prep Academy","2015-16",199,16,15,35,34,32,35,32,0,0,0,0,0,0,0,98,"49.2%",101,"50.8%",2,"1.0%",166,"83.4%",21,"10.6%",1,"0.5%",9,"4.5%",33,"16.6%",19,"9.5%",185,"93.0%"
"16K035","M.S. 035 Stephen Decatur","2011-12",228,0,0,0,0,0,0,0,72,72,84,0,0,0,0,118,"51.8%",110,"48.2%",1,"0.4%",209,"91.7%",15,"6.6%",1,"0.4%",2,"0.9%",57,"25.0%",1,"0.4%",195,"85.5%"
"16K035","M.S. 035 Stephen Decatur","2012-13",210,0,0,0,0,0,0,0,67,73,70,0,0,0,0,97,"46.2%",113,"53.8%",0,"0.0%",187,"89.0%",18,"8.6%",2,"1.0%",3,"1.4%",61,"29.0%",3,"1.4%",187,"89.0%"
"16K035","M.S. 035 Stephen Decatur","2013-14",206,0,0,0,0,0,0,0,65,66,75,0,0,0,0,94,"45.6%",112,"54.4%",0,"0.0%",184,"89.3%",19,"9.2%",2,"1.0%",1,"0.5%",60,"29.1%",4,"1.9%",184,"89.3%"
"16K035","M.S. 035 Stephen Decatur","2014-15",185,0,0,0,0,0,0,0,65,60,60,0,0,0,0,86,"46.5%",99,"53.5%",1,"0.5%",155,"83.8%",24,"13.0%",2,"1.1%",3,"1.6%",58,"31.4%",6,"3.2%",173,"93.5%"
"16K035","M.S. 035 Stephen Decatur","2015-16",168,0,0,0,0,0,0,0,46,63,59,0,0,0,0,79,"47.0%",89,"53.0%",2,"1.2%",142,"84.5%",23,"13.7%",1,"0.6%",0,"0.0%",49,"29.2%",1,"0.6%",141,"83.9%"
"16K040","P.S. 040 George W. Carver","2011-12",337,17,48,58,53,47,63,51,0,0,0,0,0,0,0,157,"46.6%",180,"53.4%",6,"1.8%",276,"81.9%",48,"14.2%",6,"1.8%",1,"0.3%",64,"19.0%",14,"4.2%",337,"100.0%"
"16K040","P.S. 040 George W. Carver","2012-13",302,18,50,50,44,46,42,52,0,0,0,0,0,0,0,144,"47.7%",158,"52.3%",7,"2.3%",243,"80.5%",47,"15.6%",4,"1.3%",1,"0.3%",69,"22.8%",17,"5.6%",302,"100.0%"
"16K040","P.S. 040 George W. Carver","2013-14",337,36,46,56,51,52,62,34,0,0,0,0,0,0,0,156,"46.3%",181,"53.7%",13,"3.9%",258,"76.6%",60,"17.8%",2,"0.6%",4,"1.2%",82,"24.3%",23,"6.8%",337,"100.0%"
"16K040","P.S. 040 George W. Carver","2014-15",314,35,48,45,48,51,40,46,1,0,0,0,0,0,0,143,"45.5%",171,"54.5%",15,"4.8%",240,"76.4%",54,"17.2%",1,"0.3%",4,"1.3%",80,"25.5%",19,"6.1%",314,"100.0%"
"16K040","P.S. 040 George W. Carver","2015-16",296,26,49,40,49,46,50,36,0,0,0,0,0,0,0,138,"46.6%",158,"53.4%",10,"3.4%",224,"75.7%",50,"16.9%",7,"2.4%",5,"1.7%",70,"23.6%",18,"6.1%",296,"100.0%"
"16K057","J.H.S. 057 Whitelaw Reid","2011-12",233,0,0,0,0,0,0,0,79,80,74,0,0,0,0,125,"53.6%",108,"46.4%",0,"0.0%",182,"78.1%",48,"20.6%",0,"0.0%",3,"1.3%",47,"20.2%",6,"2.6%",233,"100.0%"
"16K057","J.H.S. 057 Whitelaw Reid","2012-13",228,0,0,0,0,0,0,0,65,87,76,0,0,0,0,119,"52.2%",109,"47.8%",1,"0.4%",176,"77.2%",48,"21.1%",0,"0.0%",3,"1.3%",62,"27.2%",7,"3.1%",228,"100.0%"
